"","u_number","sex","race","age","high_school","full_part","city","stat_code","zip","pell_grant","camp_code","major","hours_attempted","hours_earned","mc_gpa","pass_engl","pass_math","term_year","summer2","fall"
"2129","20192241","M","White","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20877","N","R","Engineering Science",9,6,0.67,"N","N","2020","N","Y"
"2130","20192242","N","Hispanic","18 - 20","Gaithersburg High School","PT","Clarksburg","MD","20871","Y","G","Education",6,6,2,"N","N","2020","N","Y"
"2131","20192243","M","Hispanic","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20903","Y","T","Business",14,3,1,"N","N","2020","N","Y"
"2132","20192244","M","Black / African Am.","< 18","FOREIGN / INTERNATIONAL HS","FT","Clarksburg","MD","20871","Y","G","Computer Science",9,9,3,"N","N","2020","N","Y"
"2133","20192245","F","White","18 - 20","Rockville High School","FT","Rockville","MD","20853","N","R","Photography",13,13,3.23,"Y","N","2020","N","Y"
"2134","20192246","F","Hispanic","18 - 20","Out of State High School","PT","Germantown","MD","20874","N","G","Communication",6,6,3,"Y","N","2020","N","Y"
"2135","20192247","M","Asian","30 +","FOREIGN / INTERNATIONAL HS","PT","Rockville","MD","20853","N","R","General Studies",3,3,4,"N","N","2020","N","Y"
"2136","20192248","F","Hispanic","18 - 20","South Carroll High School","FT","Damascus","MD","20872","N","G","Engineering Science",18,18,3.27,"Y","Y","2020","N","Y"
"2137","20192249","M","White","18 - 20","Quince Orchard Sr High School","FT","North Potomac","MD","20878","N","R","Engineering Science",33,33,3.77,"Y","N","2020","N","Y"
"2138","20192250","F","White","30 +","G. E. D.","PT","Clarksburg","MD","20871","N","G","Education",9,0,0,"N","N","2020","N","Y"
"2139","20192251","M","Hispanic","18 - 20","Eleanor Roosevelt High School","PT","Adelphi","MD","20783","Y","T","Engineering Science",7,6,2.5,"Y","N","2020","N","Y"
"2140","20192252","F","Asian","18 - 20","Albert Einstein HS & MC Art Cn","FT","Beltsville","MD","20705","Y",NA,"General Studies",12,12,4,"N","N","2020","N","Y"
"2141","20192253","M","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20904","N","T","Health Sciences",16,6,0,"N","N","2020","N","Y"
"2142","20192254","M","Hispanic","21 - 24","Springbrook Sr High School","PT","Rockville","MD","20850","N","R","Science",3,3,3,"N","Y","2020","N","Y"
"2143","20192255","M","Black / African Am.","25 - 29","Out of State High School","PT","Rockville","MD","20850","N","R","Health Sciences",2,2,3,"N","N","2020","N","Y"
"2144","20192256","M","White","18 - 20","Thomas Sprigg Wootton High Sch","FT","Rockville","MD","20850","N","R","Construction Management",16,12,3.75,"Y","N","2020","N","Y"
"2145","20192257","F","Hispanic","18 - 20","Gaithersburg High School","PT","Gaithersburg","MD","20877","N","R","General Studies",6,6,3,"Y","Y","2020","N","Y"
"2146","20192258","F","Black / African Am.","18 - 20","Montgomery Blair High School","PT","Takoma Park","MD","20912","Y","T","Science",5,0,0,"N","N","2020","N","Y"
"2147","20192259","M","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20902","Y","T","General Studies",9,9,2.33,"Y","N","2020","N","Y"
"2148","20192260","F","White","18 - 20","Damascus High School","FT","Gaithersburg","MD","20882","N","G","Computer Science",14,10,2.8,"Y","N","2020","N","Y"
"2149","20192261","M","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","PT","Montgomery Village","MD","20886","N","G","Network and Wireless Technologies",16,0,0,"N","N","2020","N","Y"
"2150","20192262","M","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20906","Y","R","General Studies",10,0,0,"N","N","2020","N","Y"
"2151","20192263","F","Hawaiian / Pac. Isl.","18 - 20","Albert Einstein HS & MC Art Cn","FT","Silver Spring","MD","20902","Y","R","Health Sciences",13,13,3.77,"Y","Y","2020","N","Y"
"2152","20192264","M","Multi-Race","18 - 20","Walter Johnson High School","PT","Rockville","MD","20852","Y","R","Computer Applications",5,0,0,"N","N","2020","N","Y"
"2153","20192265","M","Asian","18 - 20","Colonel Zadok Magruder HS","FT","Gaithersburg","MD","20879","N","R","Health Sciences",13,9,1.62,"Y","Y","2020","N","Y"
"2154","20192266","F","Hispanic","18 - 20","John F. Kennedy High School","FT","Rockville","MD","20853","N","R","General Studies",14,3,0.3,"N","N","2020","N","Y"
"2155","20192267","M","Foreign","21 - 24","John F. Kennedy High School","PT","Silver Spring","MD","20902","N","T","General Studies",5,0,0,"N","N","2020","N","Y"
"2156","20192268","F","Hispanic","18 - 20","Montgomery Blair High School","PT","Silver Spring","MD","20902","Y","R","General Studies",6,0,0,"N","N","2020","N","Y"
"2157","20192269","F","Asian","< 18","Clarksburg High School","FT","Clarksburg","MD","20871","N","G","Science",14,10,2.2,"Y","N","2020","N","Y"
"2158","20192270","M","Foreign","18 - 20","Northwood High School","PT","Silver Spring","MD","20902","N","R","Building Trade",10,0,0,"N","N","2020","N","Y"
"2159","20192271","F","Hispanic","18 - 20","Glenelg High School","FT","Woodbine","MD","21797","N","R","Communication",15,15,3,"Y","N","2020","N","Y"
"2160","20192272","F","Hispanic","21 - 24","Clarksburg High School","PT","Montgomery Village","MD","20886","N","G","Science",4,4,2,"N","Y","2020","N","Y"
"2161","20192273","F","Foreign","18 - 20","Clarksburg High School","FT","Clarksburg","MD","20871","N","G","Science",16,9,3.67,"Y","N","2020","N","Y"
"2162","20192274","M","Black / African Am.","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20903","Y","T","Computer Applications",13,9,2.67,"Y","N","2020","N","Y"
"2163","20192275","M","White","25 - 29","Out of State High School","FT","Silver Spring","MD","20910","Y","T","Photography",12,7,3.57,"N","N","2020","N","Y"
"2164","20192276","F","Hispanic","18 - 20","Gaithersburg High School","PT","Gaithersburg","MD","20877","Y","R","General Studies",6,0,0,"N","N","2020","N","Y"
"2165","20192278","F","White","18 - 20","Bethesda Chevy Chase High Schl","PT","Silver Spring","MD","20901","N","T","Computer Gaming and Simulation",7,7,2.57,"Y","N","2020","N","Y"
"2166","20192279","F","Foreign","18 - 20","John F. Kennedy High School","FT","Gaithersburg","MD","20878","N","R","General Studies",14,13,3.77,"Y","Y","2020","N","Y"
"2167","20192280","F","Black / African Am.","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","N","G","Business",3,3,3,"Y","N","2020","N","Y"
"2168","20192281","M","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20904","N","T","General Studies",6,6,3,"N","N","2020","N","Y"
"2169","20192282","F","Multi-Race","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","Y","G","General Studies",15,15,3.2,"Y","N","2020","N","Y"
"2170","20192283","F","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Silver Spring","MD","20906","N","R","ELAP",15,0,0,"N","N","2020","N","Y"
"2171","20192284","M","Hispanic","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20879","Y","G","Science",13,6,1.5,"N","N","2020","N","Y"
"2172","20192285","M","Black / African Am.","25 - 29","FOREIGN / INTERNATIONAL HS","FT","Silver Spring","MD","20906","Y","R","Undeclared",15,0,0,"N","N","2020","N","Y"
"2173","20192286","M","Foreign","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20904","N","R","General Studies",10,0,0,"N","N","2020","N","Y"
"2174","20192287","F","White","18 - 20","Sherwood High School","PT","Olney","MD","20832","N","R","Graphic Design",7,7,3.14,"N","Y","2020","N","Y"
"2175","20192288","M","Black / African Am.","18 - 20","Out of State High School","FT","Germantown","MD","20876","Y","R","Health Sciences",12,4,1.29,"N","N","2020","N","Y"
"2176","20192289","M","Black / African Am.","18 - 20","Paint Branch High School","PT","Silver Spring","MD","20905","Y","R","Computer Science",8,7,2,"Y","N","2020","N","Y"
"2177","20192290","M","Multi-Race","18 - 20","Seneca Valley High School","FT","Germantown","MD","20874","N","R","Computer Science",19,19,4,"Y","Y","2020","N","Y"
"2178","20192291","M","Black / African Am.","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20877","N","R","General Studies",12,12,2.5,"Y","N","2020","N","Y"
"2179","20192292","F","Foreign","21 - 24","FOREIGN / INTERNATIONAL HS","PT","Bethesda","MD","20816","N","R","Undeclared",6,0,0,"N","N","2020","N","Y"
"2180","20192294","M","Hispanic","18 - 20","Paint Branch High School","PT","Silver Spring","MD","20903","N","T","Business",9,9,2,"Y","N","2020","N","Y"
"2181","20192295","F","Black / African Am.","18 - 20","Bethesda Chevy Chase High Schl","PT","Bethesda","MD","20814","N","T","General Studies",6,6,2.5,"Y","N","2020","N","Y"
"2182","20192296","F","Black / African Am.","18 - 20","Central Sr.High School","FT","Silver Spring","MD","20905","Y","T","General Studies",12,1,0.43,"N","N","2020","N","Y"
"2183","20192297","M","White","18 - 20","Walt Whitman High School","PT","Bethesda","MD","20817","N","R","Business",10,6,1.2,"Y","N","2020","N","Y"
"2184","20192298","M","Asian","18 - 20","Wheaton High School","FT","Silver Spring","MD","20906","N","R","Computer Science",13,13,1.69,"Y","N","2020","N","Y"
"2185","20192299","M","Black / African Am.","18 - 20","James Hubert Blake High School","FT","Silver Spring","MD","20904","Y","T","Building Trade",12,4,0.57,"N","N","2020","N","Y"
"2186","20192300","M","Black / African Am.","< 18","Montgomery Blair High School","FT","Silver Spring","MD","20901","N","T","General Studies",12,12,2.25,"Y","N","2020","N","Y"
"2187","20192301","F","White","30 +","FOREIGN / INTERNATIONAL HS","PT","Clarksburg","MD","20871","Y","R","Business",10,0,0,"N","N","2020","N","Y"
"2188","20192302","M","Asian","30 +","G. E. D.","PT","North Potomac","MD","20878","N","R","Business",10,0,0,"N","N","2020","N","Y"
"2189","20192303","M","White","18 - 20","Montgomery Blair High School","PT","Takoma Park","MD","20912","N","T","Business",12,3,2,"N","N","2020","N","Y"
"2190","20192304","M","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20910","N","T","Cybersecurity",3,3,4,"Y","N","2020","N","Y"
"2191","20192305","M","Asian","18 - 20","Clarksburg High School","FT","Germantown","MD","20876","Y","G","General Studies",9,0,0,"N","N","2020","N","Y"
"2192","20192306","M","Asian","18 - 20","Thomas Sprigg Wootton High Sch","PT","Gaithersburg","MD","20878","N","R","Criminal Justice",9,0,0,"N","N","2020","N","Y"
"2193","20192308","M","Black / African Am.","18 - 20","John F. Kennedy High School","PT","Silver Spring","MD","20906","N","R","Art",9,6,0.67,"N","N","2020","N","Y"
"2194","20192309","F","Black / African Am.","< 18","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20009","Y","T","Business",14,12,2.25,"Y","Y","2020","N","Y"
"2195","20192310","F","Hispanic","< 18","Springbrook Sr High School","PT","Silver Spring","MD","20903","Y","R","Education",6,3,4,"Y","N","2020","N","Y"
"2196","20192311","M","Black / African Am.","< 18","Bethesda Chevy Chase High Schl","FT","Bethesda","MD","20816","Y","R","Music",13,13,3.15,"Y","Y","2020","N","Y"
"2197","20192312","F","Black / African Am.","18 - 20","Gaithersburg High School","FT","Montgomery Village","MD","20886","Y","G","Cybersecurity",12,12,2.5,"Y","N","2020","N","Y"
"2198","20192313","F","Black / African Am.","30 +","Surrattsville Sr High School","PT","Rockville","MD","20850","N","R","General Studies",11,6,2.5,"N","N","2020","N","Y"
"2199","20192314","0","Asian","18 - 20","Sherwood High School","FT","Sandy Spring","MD","20860","Y","R","General Studies",17,17,3.54,"Y","Y","2020","N","Y"
"2200","20192315","M","Hispanic","18 - 20","Springbrook Sr High School","FT","Burtonsville","MD","20866","N","R","Business",13,10,1.6,"Y","N","2020","N","Y"
"2201","20192316","M","Black / African Am.","18 - 20","Seneca Valley High School","FT","Germantown","MD","20874","N","G","Engineering Science",20,20,3.14,"Y","Y","2020","N","Y"
"2202","20192317","M","Black / African Am.","18 - 20","Sherwood High School","FT","Germantown","MD","20874","Y","R","Business",13,9,3,"Y","N","2020","N","Y"
"2203","20192318","M","Hispanic","18 - 20","Rockville High School","PT","Silver Spring","MD","20906","Y","R","General Studies",6,6,2.5,"Y","N","2020","N","Y"
"2204","20192319","M","Hispanic","18 - 20","Colonel Zadok Magruder HS","FT","Rockville","MD","20853","N","T","Science",13,13,2.62,"Y","N","2020","N","Y"
"2205","20192320","M","Unknown","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Silver Spring","MD","20910","Y","T","Business",9,3,0.5,"N","N","2020","N","Y"
"2206","20192321","M","Black / African Am.","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","N","R","General Studies",13,4,0.67,"N","Y","2020","N","Y"
"2207","20192322","N","Unknown","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20904","Y","T","General Studies",12,4,2,"N","N","2020","N","Y"
"2208","20192323","F","White","18 - 20","Richard Montgomery High School","PT","Rockville","MD","20850","N","R","General Studies",9,0,0,"N","N","2020","N","Y"
"2209","20192324","F","Hispanic","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","N","G","General Studies",15,9,0.5,"N","N","2020","N","Y"
"2210","20192325","M","White","18 - 20","Colonel Zadok Magruder HS","FT","Derwood","MD","20855","N","G","Business",13,0,0,"N","N","2020","N","Y"
"2211","20192326","F","Asian","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Riverdale","MD","20737","N","T","Computer Applications",6,6,4,"Y","N","2020","N","Y"
"2212","20192327","F","Asian","30 +","FOREIGN / INTERNATIONAL HS","PT","Germantown","MD","20874","N","G","General Studies",12,6,3.5,"Y","N","2020","N","Y"
"2213","20192328","F","Black / African Am.","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20904","Y","T","Interior Design",14,9,1.25,"N","N","2020","N","Y"
"2214","20192329","F","Hispanic","18 - 20","Wheaton High School","PT","Silver Spring","MD","20906","Y","R","General Studies",6,0,0,"N","N","2020","N","Y"
"2215","20192330","F","Asian","18 - 20","Paint Branch High School","FT","Burtonsville","MD","20866","Y","R","Computer Science",44,44,3.5,"Y","Y","2020","N","Y"
"2216","20192332","M","Hispanic","18 - 20","Tall Oaks High School","FT","Silver Spring","MD","20905","N","T","General Studies",12,7,2.29,"N","N","2020","N","Y"
"2217","20192333","F","Hispanic","18 - 20","DISTRICT OF COLUMBIA HS","PT","District Heights","MD","20747","Y","T","General Studies",5,0,0,"N","N","2020","N","Y"
"2218","20192334","M","Asian","18 - 20","Springbrook Sr High School","PT","Silver Spring","MD","20904","Y","G","Computer Applications",9,0,0,"N","N","2020","N","Y"
"2219","20192335","M","White","18 - 20","Bethesda Chevy Chase High Schl","PT","Bethesda","MD","20814","N","T","General Studies",9,9,3,"Y","N","2020","N","Y"
"2220","20192336","F","Black / African Am.","18 - 20","Paint Branch High School","PT","Burtonsville","MD","20866","Y","R","Architectural Technology",10,0,0,"N","N","2020","N","Y"
"2221","20192337","F","Hispanic","18 - 20","Don Bosco Cristo Rey High Sch.","FT","Takoma Park","MD","20912","Y","T","General Studies",13,9,2.54,"Y","N","2020","N","Y"
"2222","20192338","M","Hispanic","18 - 20","Watkins Mill High School","PT","Damascus","MD","20872","Y","G","Graphic Design",5,5,1.6,"N","N","2020","N","Y"
"2223","20192339","M","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Potomac","MD","20854","N","R","Engineering Science",13,10,2.54,"N","Y","2020","N","Y"
"2224","20192340","F","Asian","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","Y","R","Engineering Science",33,33,3.5,"Y","N","2020","N","Y"
"2225","20192341","M","Unknown","18 - 20","Walter Johnson High School","PT","Rockville","MD","20852","N","R","Business",7,1,2,"N","N","2020","N","Y"
"2226","20192342","M","Black / African Am.","18 - 20","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20019","Y","T","Business",6,3,1.5,"N","N","2020","N","Y"
"2227","20192343","F","Hispanic","18 - 20","Seneca Valley High School","FT","Germantown","MD","20876","N","G","General Studies",20,18,3.67,"Y","Y","2020","N","Y"
"2228","20192344","F","Hispanic","18 - 20","James Hubert Blake High School","FT","Silver Spring","MD","20904","Y","T","Science",12,6,2.5,"Y","N","2020","N","Y"
"2229","20192346","F","Hispanic","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20879","Y","R","Science",12,3,1.5,"N","N","2020","N","Y"
"2230","20192348","F","Black / African Am.","18 - 20","G. E. D.","FT","Silver Spring","MD","20906","Y","R","Graphic Design",15,0,0,"N","N","2020","N","Y"
"2231","20192349","M","White","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","N","G","Computer Gaming and Simulation",13,7,1.15,"N","N","2020","N","Y"
"2232","20192350","M","Hispanic","21 - 24","FOREIGN / INTERNATIONAL HS","FT","Gaithersburg","MD","20879","N","G","Science",15,0,0,"N","N","2020","N","Y"
"2233","20192351","F","Asian","18 - 20","FOREIGN / INTERNATIONAL HS","PT","Germantown","MD","20876","N","G","Computer Science",9,3,3,"Y","N","2020","N","Y"
"2234","20192352","M","Black / African Am.","18 - 20","Clarksburg High School","PT","Germantown","MD","20876","N","G","General Studies",9,4,1.43,"N","Y","2020","N","Y"
"2235","20192353","M","White","18 - 20","Albert Einstein HS & MC Art Cn","FT","Kensington","MD","20895","N","R","Communication",15,9,1.4,"N","N","2020","N","Y"
